"url","album_title","release_date","song_title","word","eng"
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","all",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","of",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","my",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","negatives",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","to",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","positive",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","가시를",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","세우고",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","있지만",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","볼",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","수",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","있어",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","너의",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","장미를",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","다시금",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","날",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","뛰게",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","만드는",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","그",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","사람이",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","너란",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","사실을",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","아직은",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","알",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","수",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","없겠지만",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","내가",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","전부",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","다",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","알게",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","할게",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","당신을",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","나",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","난",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","되고파",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","너",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","너의",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","오빠",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","다른",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","놈팽이들과는",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","달리",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","인정받고파",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","뻔한",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","영화",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","대사처럼",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","들리겠지만",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","난",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","식스센스",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","yo",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","i’ll",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","be",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","different",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","i’ll",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","be",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","missin",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","i’ll",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","be",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","kissin",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","ya",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","all",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","the",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","time",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","girl",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","눈을",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","떼봐도",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","맘은",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","뗄",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","수가",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","없어",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","자",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","이제",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","시작이야",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","i’m",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","yo",1
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","포켓몬스터",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","너도",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","맘을",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","주고",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","나도",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","내",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","맘",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","다",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","줬어",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","오늘이",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","어제보다",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","행복해졌어",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","근데",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","왜",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","근데",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","왜",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","죄인처럼",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","혼자",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","네게",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","연락할",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","핑계를",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","찾지",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","만나기",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","전보다",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","더해",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","애인이란",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","이유로는",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","부족한",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","지",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","맨날",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","단답",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","ㅇㅇ",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","잔다",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","ㄴㄴ",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","10",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","바이트를",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","안",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","넘는",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","메시지",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","넌",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","의지를",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","잃은",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","키퍼",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","난",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","허허벌판을",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","달리는",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","메시지",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","그래",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","처음부터",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","이게",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","공평할",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","수",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","없는",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","게임이란",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","건",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","알았어",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","널",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","이기고",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","싶던",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","건",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","아니었지만",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","계속",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","지고",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","싶지도",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","않았어",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","조금은",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","달달하게",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","막",0
"https://colorcodedlyrics.com/2014/08/bts-bangtansonyeondan-intro-what-am-i-to-you","DARK & WILD",2014-08-20,"Intro: What Am I To You","깨가",0
